X,Y,Channel No,Frequency(Hz),Range
88.38,75.51,37,84700,9.888835792032555
1.52,35.9,44,85400,3.3691540047069433
95.19,15.76,36,84600,3.684755714630551
38.36,87.38,205,101500,9.066180353325727
98.71,36.15,158,96800,6.122045407269365
39.55,49.88,210,102000,7.5699662649887465
11.02,23.16,292,110200,7.1405028944150075
87.06,81.75,123,93300,5.189397542022283
94.36,93.78,220,103000,0.8220864929064475
1.75,64.6,191,100100,3.4230036141232034
3.56,10.46,165,97500,5.862242532434467
82.21,64.71,288,109800,5.416152453980435
65.55,90.24,237,104700,2.958412413229551
75.23,99.2,244,105400,7.6435469499369315
64.72,20.54,248,105800,6.06621736789429
68.65,5.43,90,90000,4.886847649602997
78.29,29.19,151,96100,8.601050109752492
48.7,86.32,4,81400,5.659614956472377
59.05,94.94,165,97500,0.19104037179075162
43.63,31.93,178,98800,2.9817516038950362
93.89,25.9,243,105300,3.2763649359396085
83.71,97.81,217,102700,6.598583723285002
76.52,78.28,84,89400,8.115655874685594
43.35,54.93,285,109500,6.05733335117661
19.9,35.24,164,97400,6.175098260060732
95.48,12.1,171,98100,4.583859701492655
99.81,16.85,87,89700,4.668199488154996
0.43,52.33,246,105600,5.439336049664187
64.99,45.9,41,85100,3.5689418097623915
72.18,17.38,88,89800,0.7803881714022154
70.95,51.63,58,86800,2.779098335751974
13.22,20.85,226,103600,7.303754251629043
94.84,53.6,298,110800,3.48917607709045
85.91,69.74,62,87200,8.840667789420259
67.06,31.24,1,81100,8.985251248303342
93.17,26.63,248,105800,8.196019410468674
11.36,51.35,232,104200,6.230666302354471
74.07,50.32,38,84800,4.9283345567090056
19.94,95.12,108,91800,8.158158554606679
81.02,11.34,180,99000,2.370338781754869
2.54,99.4,127,93700,5.566773691999747
94.47,90.76,202,101200,2.3342704932694893
39.21,2.37,293,110300,7.307377777802834
48.05,35.42,99,90900,4.875276318300445
35.25,63.13,36,84600,3.6955102422225785
82.92,60.96,138,94800,9.850580279577073
24.0,6.71,60,87000,4.101702778824917
23.25,65.15,124,93400,7.368300137714635
88.03,31.31,216,102600,8.884523017883541
66.57,38.33,142,95200,2.5306688060013407
72.57,2.77,11,82100,4.353972700263401
12.56,35.19,23,83300,2.011165748048694
46.43,53.12,56,86600,8.542266585571882
11.68,2.75,176,98600,3.2390488653961436
25.06,94.31,190,100000,4.131443110050181
1.05,43.12,263,107300,2.4796429988421886
7.99,56.36,173,98300,2.014984741442636
9.29,26.21,1,81100,3.4823922119714967
98.76,59.6,41,85100,6.382155387462806
54.15,57.84,41,85100,0.11523528075884304
69.06,35.14,11,82100,6.793888864790051
27.28,51.47,123,93300,2.4137318376454453
0.93,14.46,161,97100,9.008764996463242
58.99,48.2,299,110900,7.553180932979063
90.98,19.57,6,81600,9.01418450479486
82.42,78.71,51,86100,3.614612194243434
28.76,98.25,261,107100,1.174802517793343
71.68,63.72,135,94500,1.7801677924897896
67.63,65.7,45,85500,4.137366428976793
10.75,4.44,144,95400,0.28537615686198725
91.37,33.33,5,81500,7.294352698294862
61.8,23.96,155,96500,3.5068287571025603
41.74,28.29,14,82400,6.530464300738059
40.03,81.68,285,109500,0.8116674160246284
13.54,33.21,14,82400,3.6346594366274267
69.86,98.14,199,100900,9.984234929668363
42.19,4.51,51,86100,7.290691311159643
92.59,95.74,118,92800,8.32561589602366
5.89,59.98,166,97600,0.7521753131116227
18.96,81.71,150,96000,3.9502319230929173
39.63,61.36,3,81300,8.111208138481727
72.23,74.49,50,86000,9.843068876619263
11.42,56.21,191,100100,6.086090869219892
46.51,1.49,200,101000,2.26061834182571
42.56,84.72,110,92000,5.243484515018579
13.59,77.5,126,93600,2.8336150557567077

